label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 

label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 

label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 

label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 

label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 

label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 1 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 

label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 1 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 

label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 

label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 1 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 

label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 

label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 1 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 

label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 

label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 1 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
label: 0 	pred: 0 
